Queue rank,Evidence tier,Business,Category,City,State,Phone,Email,Rating,Reviews,Current primary offer,Website score,Website status,Google verification link,Exact Google Maps link,Verify before pitch,Data freshness,Source(s),Contact name,Contact title,Status,Notes
122,Verify website first,Mk Electric Inc.,Electrician,Glendale,AZ,'+1 623-939-0438,,4.6,17,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Mk%20Electric%20Inc.%20Glendale%20AZ%20%2B1%20623-939-0438,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
123,Verify website first,A2Z Rooter & Plumbing LLC,Plumber,Phoenix area - exact city unknown,AZ,'+1 623-292-1255,,4.5,17,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=A2Z%20Rooter%20%26%20Plumbing%20LLC%20AZ%20%2B1%20623-292-1255,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
124,Verify website first,J's Quality Painting LLC,Painting,Buckeye,AZ,'+1 602-690-7264,,4.4,17,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=J's%20Quality%20Painting%20LLC%20Buckeye%20AZ%20%2B1%20602-690-7264,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
125,Verify website first,Frigid Air Heating and Cooling,Air conditioning contractor,Buckeye,AZ,'+1 623-299-5696,,4.3,17,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Frigid%20Air%20Heating%20and%20Cooling%20Buckeye%20AZ%20%2B1%20623-299-5696,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
126,Verify website first,"Hyde Electric, Inc.",Electrician,Phoenix,AZ,'+1 602-669-3826,,4.3,17,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Hyde%20Electric%2C%20Inc.%20Phoenix%20AZ%20%2B1%20602-669-3826,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
127,Verify website first,West Side Roofing LLC,Roofing contractor,Avondale,AZ,'+1 602-721-2583,,4.1,16,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=West%20Side%20Roofing%20LLC%20Avondale%20AZ%20%2B1%20602-721-2583,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
128,Verify website first,Electrical Dynamics Phoenix,Electrician,Peoria,AZ,'+1 520-337-8031,,5,15,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Electrical%20Dynamics%20Phoenix%20Peoria%20AZ%20%2B1%20520-337-8031,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
129,Verify website first,Omart Painting Services | Painter,Painter,Phoenix area - exact city unknown,AZ,'+1 480-208-2590,,5,15,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Omart%20Painting%20Services%20%7C%20Painter%20AZ%20%2B1%20480-208-2590,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
130,Verify website first,Solution Roofing LLC,Roofing contractor,Phoenix area - exact city unknown,AZ,'+1 719-646-7457,,5,15,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Solution%20Roofing%20LLC%20AZ%20%2B1%20719-646-7457,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
131,Verify website first,Just 1 Plumber LLC,Plumber,Phoenix area - exact city unknown,AZ,'+1 623-385-6301,,4.7,15,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Just%201%20Plumber%20LLC%20AZ%20%2B1%20623-385-6301,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
132,Verify website first,Bradley Electric,Electrician,Phoenix,AZ,'+1 602-273-3838,,4.1,15,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Bradley%20Electric%20Phoenix%20AZ%20%2B1%20602-273-3838,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
133,Verify website first,Casado Roofing LLC,Roofing contractor,Buckeye,AZ,'+1 480-343-3802,,5,14,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Casado%20Roofing%20LLC%20Buckeye%20AZ%20%2B1%20480-343-3802,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
134,Verify website first,RJM Plumbing,Plumber,Phoenix area - exact city unknown,AZ,'+1 480-252-6963,,5,14,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=RJM%20Plumbing%20AZ%20%2B1%20480-252-6963,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
135,Verify website first,Ahead Of Time Services Inc,Property maintenance,Phoenix area - exact city unknown,AZ,'+1 480-768-8146,,5,14,Reviews,51,No website in source · manual check required,https://www.google.com/search?q=Ahead%20Of%20Time%20Services%20Inc%20AZ%20%2B1%20480-768-8146,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
136,Verify website first,"Acosta Electric, Inc.",Electrician,Phoenix area - exact city unknown,AZ,'+1 623-975-9011,,4.7,14,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Acosta%20Electric%2C%20Inc.%20AZ%20%2B1%20623-975-9011,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
137,Verify website first,PRESTIGE Plumbing & Drain Cleaning,Serviced accommodation,Avondale,AZ,'+1 623-305-7010,,4.7,14,Reviews,51,No website in source · manual check required,https://www.google.com/search?q=PRESTIGE%20Plumbing%20%26%20Drain%20Cleaning%20Avondale%20AZ%20%2B1%20623-305-7010,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
138,Verify website first,AJP Electric Inc,Electrician,Phoenix,AZ,'+1 888-681-7568,,4.6,14,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=AJP%20Electric%20Inc%20Phoenix%20AZ%20%2B1%20888-681-7568,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
139,Verify website first,Home Electric Phoenix,Electrician,Phoenix,AZ,'+1 520-688-4910,,4.4,14,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Home%20Electric%20Phoenix%20Phoenix%20AZ%20%2B1%20520-688-4910,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
140,Verify website first,All Perfection Electric,Electrician,Surprise,AZ,'+1 602-748-7008,,4.1,14,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=All%20Perfection%20Electric%20Surprise%20AZ%20%2B1%20602-748-7008,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
141,Verify website first,Reynolds Electric,Electrician,Phoenix,AZ,'+1 623-780-2008,,5,13,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Reynolds%20Electric%20Phoenix%20AZ%20%2B1%20623-780-2008,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
142,Verify website first,Vela Electric LLC,Electrician,Phoenix area - exact city unknown,AZ,'+1 480-340-4997,,5,13,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Vela%20Electric%20LLC%20AZ%20%2B1%20480-340-4997,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
143,Verify website first,Titleist Painting And Roof Coatings,Corporate office,Phoenix,AZ,'+1 602-790-9025,,5,13,Reviews,51,No website in source · manual check required,https://www.google.com/search?q=Titleist%20Painting%20And%20Roof%20Coatings%20Phoenix%20AZ%20%2B1%20602-790-9025,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
144,Verify website first,Myers Mobile Home Roofing,Roofing contractor,Phoenix,AZ,'+1 602-470-0787,,4.8,13,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Myers%20Mobile%20Home%20Roofing%20Phoenix%20AZ%20%2B1%20602-470-0787,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
145,Verify website first,The A1 Electric Phoenix,Electrician,Phoenix,AZ,'+1 602-313-3670,,4.5,13,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=The%20A1%20Electric%20Phoenix%20Phoenix%20AZ%20%2B1%20602-313-3670,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
146,Verify website first,The Repair Guys L.L.C.,Roofing contractor,Phoenix,AZ,'+1 602-501-7653,,4.5,13,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=The%20Repair%20Guys%20L.L.C.%20Phoenix%20AZ%20%2B1%20602-501-7653,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
147,Verify website first,Always On Electric LLC,Electrician,Phoenix area - exact city unknown,AZ,'+1 623-692-5331,,5,12,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Always%20On%20Electric%20LLC%20AZ%20%2B1%20623-692-5331,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
148,Verify website first,Bobcat Electric Inc,Electrical installation service,Sun City West,AZ,'+1 253-377-2937,,5,12,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Bobcat%20Electric%20Inc%20Sun%20City%20West%20AZ%20%2B1%20253-377-2937,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
149,Verify website first,Surface Masters Inc,Roofing contractor,Phoenix,AZ,'+1 602-973-0999,,5,12,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Surface%20Masters%20Inc%20Phoenix%20AZ%20%2B1%20602-973-0999,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
150,Verify website first,CurrentElectric Inc,Electrician,Phoenix,AZ,'+1 520-346-8937,,4.7,12,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=CurrentElectric%20Inc%20Phoenix%20AZ%20%2B1%20520-346-8937,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
151,Verify website first,Bryner Painting LLC,Painting,Phoenix area - exact city unknown,AZ,'+1 602-499-1334,,5,11,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Bryner%20Painting%20LLC%20AZ%20%2B1%20602-499-1334,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
152,Verify website first,Carrillo Mechanical Home Services,HVAC contractor,Phoenix area - exact city unknown,AZ,'+1 602-751-1776,,5,11,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Carrillo%20Mechanical%20Home%20Services%20AZ%20%2B1%20602-751-1776,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
153,Verify website first,Plumbing Buckeye Sol,Plumber,Buckeye,AZ,'+1 602-559-1515,,5,11,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Plumbing%20Buckeye%20Sol%20Buckeye%20AZ%20%2B1%20602-559-1515,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
154,Verify website first,Primos Remodeling Services,Painting,Buckeye,AZ,'+1 480-529-1606,,5,11,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Primos%20Remodeling%20Services%20Buckeye%20AZ%20%2B1%20480-529-1606,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
155,Verify website first,White Electric,Electrician,Peoria,AZ,'+1 520-346-4566,,5,11,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=White%20Electric%20Peoria%20AZ%20%2B1%20520-346-4566,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
156,Verify website first,Copper Star Handyman Services,Handyman/Handywoman/Handyperson,Surprise,AZ,'+1 623-203-7946,,5,11,Reviews,51,No website in source · manual check required,https://www.google.com/search?q=Copper%20Star%20Handyman%20Services%20Surprise%20AZ%20%2B1%20623-203-7946,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
157,Verify website first,Urbn painting company LLC,Painting,Phoenix area - exact city unknown,AZ,'+1 602-706-6142,,4.9,11,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Urbn%20painting%20company%20LLC%20AZ%20%2B1%20602-706-6142,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
158,Verify website first,Heartland Plumbing LLC,Plumber,Phoenix area - exact city unknown,AZ,'+1 480-487-5336,,4.6,11,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Heartland%20Plumbing%20LLC%20AZ%20%2B1%20480-487-5336,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
159,Verify website first,Avondale Plumbing & Drain Services Exp,Plumber,Avondale,AZ,'+1 623-220-4266,,5,10,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Avondale%20Plumbing%20%26%20Drain%20Services%20Exp%20Avondale%20AZ%20%2B1%20623-220-4266,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
160,Verify website first,"DLC Electrical Services, LLC",Electrician,Goodyear,AZ,'+1 623-745-1002,,5,10,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=DLC%20Electrical%20Services%2C%20LLC%20Goodyear%20AZ%20%2B1%20623-745-1002,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
161,Verify website first,Elite Comfort Cooling and Heating LLC,HVAC contractor,Phoenix area - exact city unknown,AZ,'+1 623-810-2744,,5,10,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Elite%20Comfort%20Cooling%20and%20Heating%20LLC%20AZ%20%2B1%20623-810-2744,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
162,Verify website first,House Painting Solution LLC,Painter,Phoenix,AZ,'+1 602-465-1908,,5,10,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=House%20Painting%20Solution%20LLC%20Phoenix%20AZ%20%2B1%20602-465-1908,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
163,Verify website first,Simple Paint,Painter,Phoenix area - exact city unknown,AZ,'+1 602-390-8007,,5,10,Reviews,61,No website in source · manual check required,https://www.google.com/search?q=Simple%20Paint%20AZ%20%2B1%20602-390-8007,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
164,Verify website first,Vent Tech Pro Solutions,Air conditioning repair service,Surprise,AZ,'+1 623-283-2416,,5,10,Reviews,51,No website in source · manual check required,https://www.google.com/search?q=Vent%20Tech%20Pro%20Solutions%20Surprise%20AZ%20%2B1%20623-283-2416,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,
165,Verify website first,Two brothers Pool service & repairs LLC,Pool service,Glendale,AZ,(602) 918-4761,,3.8,16,Research First,81,Website build candidate · no site in source,https://maps.google.com/?cid=17361039350310510577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=17361039350310510577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
166,Verify website first,SEC Door & Development Service,Garage door service,Gilbert,AZ,(480) 360-4323,,4.9,9,Reviews,77,Website build candidate · no site in source,https://maps.google.com/?cid=13812486087782050420&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=13812486087782050420&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
167,Verify website first,Blue Turtle Pool Service,Pool service,Avondale,AZ,(623) 632-8889,,4.4,9,Reviews,77,Website build candidate · no site in source,https://maps.google.com/?cid=17495724851012665959&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=17495724851012665959&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
168,Verify website first,Backyard Oasis Pool and Spa,Pool service,Mesa,AZ,(480) 766-6483,,4.1,9,Reviews,77,Website build candidate · no site in source,https://maps.google.com/?cid=4448495515369107316&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=4448495515369107316&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
169,Verify website first,Badger Tree Service,Tree service,Phoenix,AZ,'+1 602-944-3431,,4.1,9,Reviews,57,No website in vendor source · manual check required,"https://www.google.com/maps/place/Badger+Tree+Service/@33.541677799999995,-112.05776639999999,14z/data=!4m8!1m2!2m1!1sBadger+Tree+Service!3m4!1s0x872b6d76c60d67b9:0x8b328118c923e91f!8m2!3d33.541677799999995!4d-112.05776639999999","https://www.google.com/maps/place/Badger+Tree+Service/@33.541677799999995,-112.05776639999999,14z/data=!4m8!1m2!2m1!1sBadger+Tree+Service!3m4!1s0x872b6d76c60d67b9:0x8b328118c923e91f!8m2!3d33.541677799999995!4d-112.05776639999999",Source record only; verify immediately before outreach.,2026-05-15,Tree-service Outscraper · May 15,,,,
170,Verify website first,Pool Dogs AZ,Pool service,Surprise,AZ,(623) 738-7398,,5,8,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=17963451815261498864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=17963451815261498864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
171,Verify website first,All Pools Service & Repair LLC Roc #342096,Pool service,Mesa,AZ,(480) 612-3333,,4.9,8,Reviews,77,Website build candidate · no site in source,https://maps.google.com/?cid=2508679592837224545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=2508679592837224545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
172,Verify website first,Swimming Pool Paramedic LLC,Pool service,Buckeye,AZ,(914) 907-1668,,5,7,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=11948935276790149013&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=11948935276790149013&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
173,Verify website first,Urban Splash Pool Care,Pool service,Scottsdale,AZ,(480) 295-6294,,5,7,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=3477712959416091428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=3477712959416091428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
174,Verify website first,A1 Garage Door Repair Scottsdale AZ,Garage door service,Scottsdale,AZ,(480) 790-6523,,3.9,7,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=13257585835743996853&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=13257585835743996853&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,
175,Verify website first,Used Pool Pump Parts,Pool service,Phoenix,AZ,(602) 742-5345,,3.9,7,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=3870223650947525686&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=3870223650947525686&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
176,Verify website first,Steve's Tile & Grout Cleaning of Scottsdale,tile and grout cleaning,Cave Creek,AZ,'+14808102107,,5,6,Research First,77,Website build candidate · no site linked on Google,https://www.google.com/maps/search/?api=1&query=Steve's%20Tile%20%26%20Grout%20Cleaning%20of%20Scottsdale&query_place_id=ChIJk0iplcd7K4cRn8n-9hYWkWE,https://www.google.com/maps/search/?api=1&query=Steve's%20Tile%20%26%20Grout%20Cleaning%20of%20Scottsdale&query_place_id=ChIJk0iplcd7K4cRn8n-9hYWkWE,Google profile had no website link on Jul 8; search for an independent official site before calling.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,
177,Verify website first,Phoenix Appliance Repair,appliance repair,Phoenix,AZ,'+15204927485,,4.3,6,Research First,77,Website build candidate · no site linked on Google,https://www.google.com/maps/search/?api=1&query=Phoenix%20Appliance%20Repair&query_place_id=ChIJWSLBFT9uK4cRoBZ22BN7oCg,https://www.google.com/maps/search/?api=1&query=Phoenix%20Appliance%20Repair&query_place_id=ChIJWSLBFT9uK4cRoBZ22BN7oCg,Google profile had no website link on Jul 8; search for an independent official site before calling.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,
178,Verify website first,Toms Valleywide Pools : Pool maintenance services and repairs,Pool service,Glendale,AZ,(480) 259-2060,,5,5,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=1295899960911740696&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=1295899960911740696&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
179,Verify website first,"Sparkle & Shine House Cleaning Surprise, AZ",house cleaning,Surprise,AZ,'+16025713008,,4.4,5,Research First,77,Website build candidate · no owned domain found,https://www.google.com/maps/search/?api=1&query=Sparkle%20%26%20Shine%20House%20Cleaning%20Surprise%2C%20AZ&query_place_id=ChIJ0dw2h8BbK4cR3nK2dK6asYg,https://www.google.com/maps/search/?api=1&query=Sparkle%20%26%20Shine%20House%20Cleaning%20Surprise%2C%20AZ&query_place_id=ChIJ0dw2h8BbK4cR3nK2dK6asYg,Current search on 2026-07-20 surfaced active social and directory profiles but no owned website. Confirm once more immediately before the call.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,
180,Verify website first,Dragon Pools,Pool service,Goodyear,AZ,(253) 355-6070,,5,4,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=378581449875905608&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=378581449875905608&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
181,Verify website first,Gilbert Appliance Repair Service,appliance repair,Gilbert,AZ,'+13218328482,,5,4,Research First,77,Website build candidate · no site linked on Google,https://www.google.com/maps/search/?api=1&query=Gilbert%20Appliance%20Repair%20Service&query_place_id=ChIJvb20BgKpK4cRQL73D68xCSo,https://www.google.com/maps/search/?api=1&query=Gilbert%20Appliance%20Repair%20Service&query_place_id=ChIJvb20BgKpK4cRQL73D68xCSo,Google profile had no website link on Jul 8; search for an independent official site before calling.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,
182,Verify website first,H H Pool Service And Repair,Pool service,Apache Junction,AZ,(480) 310-0373,,5,4,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=11928685758043404706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=11928685758043404706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
183,Verify website first,Life Stride Three Zero Nine,Garage door service,Peoria,AZ,(928) 459-5898,,5,4,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=14910882851206541424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=14910882851206541424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
184,Verify website first,Flores Pool Care,Pool service,Phoenix,AZ,(602) 879-1701,,5,3,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=12886101155404200083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=12886101155404200083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
185,Verify website first,LiftPro Garage Door Scottsdale,Garage door service,Scottsdale,AZ,(480) 407-1615,,5,3,Research First,77,Website build candidate · no site in source,https://maps.google.com/?cid=8477020297617979370&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://maps.google.com/?cid=8477020297617979370&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 source has no website; search the business name and phone before calling.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,
