lead_id,priority_score,normalized_need_score,qualification,qualification_reason,confidence_score,review_opportunity_score,profile_gap_score,website_opportunity_score,business_value_score,reachability_score,business_name,niche,google_primary_category,category_fit,category_assessment,phone,phone_e164,line_type,carrier_name,cell_status,phone_queue,potential_owner_name,owner_source_url,owner_confidence,contact_window_estimate,city,market_city,state,street,postal_code,google_rating,google_reviews,google_rank_in_source_query,source_query_result_count,source_query_median_reviews,review_gap_summary,website,website_domain,website_opportunity,website_audited,website_audit_status,website_final_url,website_http_status,website_has_mobile_viewport,website_uses_wordpress,entry_offer,core_offer,website_offer,public_demand_proxy,profile_claimed_signal,profile_gaps,generic_listing_risk,likely_chain_or_franchise,google_maps_url,primary_place_id,source_query,scraped_at,legacy_priority_rank,duplicate_listing_count,alternate_business_names,alternate_place_ids,alternate_phones,overall_rank,call_ready_rank,call_queue_rank
phone:+14802700734,50,47,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,11,10,2,13,9,Cactus Landscaping Llc,landscaper,Lawn care service,Yes,Target service category,(480) 270-0734,+14802700734,mobile,AT&T Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Mesa,Arizona,,,4.9,30,5,7,27,30 reviews vs 27 median in this Google result set,https://cactuslandscapingllc.com/,cactuslandscapingllc.com,Basic technical checks pass,Yes,Basic checks pass,https://cactuslandscapingllc.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Cactus%20Landscaping%20Llc&query_place_id=ChIJt5cI6oArkYcR8xuKRoiSUGc,ChIJt5cI6oArkYcR8xuKRoiSUGc,landscaper Mesa AZ,2026-07-10T03:40:20.173Z,0,1,,,,128,128,53
phone:+19285263659,84,79,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,25,10,20,15,9,Royal Plumbing & Rooter Services,plumber,Plumber,Yes,Target service category,(928) 526-3659,+19285263659,fixedVoip,Cablevision Lightpath,landline,VoIP - fixed,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Flagstaff,Flagstaff,Arizona,2804 N West St,86004,4.4,71,7,7,148,71 reviews vs 148 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Royal%20Plumbing%20%26%20Rooter%20Services&query_place_id=ChIJi3JuSiqPLYcRlxkCavnSWn8,ChIJi3JuSiqPLYcRlxkCavnSWn8,plumber Flagstaff AZ,2026-07-10T03:39:50.079Z,0,1,,,,2,2,54
phone:+16238722900,78,73,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,19,10,20,15,9,"Cool Blew, Inc.",hvac contractor,HVAC contractor,Yes,Target service category,(623) 872-2900,+16238722900,nonFixedVoip,"Re-Invent Telecom, LLC - AZ",voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Surprise,Surprise,Arizona,15911 N 174th Ave,85388,4.1,69,3,7,136,69 reviews vs 136 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Cool%20Blew%2C%20Inc.&query_place_id=ChIJ0begWP5PK4cRFFCPYOKQSs8,ChIJ0begWP5PK4cRFFCPYOKQSs8,HVAC contractor Surprise AZ,2026-07-10T03:40:17.167Z,0,1,,,,6,6,55
phone:+14805251624,73,70,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,24,8,13,13,10,Coastal Landscaping Solutions,landscaper,Landscaper,Yes,Target service category,(480) 525-1624,+14805251624,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Mesa,Mesa,Arizona,153 S Mesa Dr Apt 2,85210,5,10,7,7,27,10 reviews vs 27 median in this Google result set,http://mesalandscapingcompany.com/,mesalandscapingcompany.com,Technical issues found,Yes,Needs technical review,http://mesalandscapingcompany.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Coastal%20Landscaping%20Solutions&query_place_id=ChIJOaOBxsinK4cRJ3OnDPhTYdM,ChIJOaOBxsinK4cRJ3OnDPhTYdM,landscaper Mesa AZ,2026-07-10T03:40:19.909Z,0,1,,,,11,11,56
phone:+14809633302,72,67,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,19,10,13,15,10,Roy Dossey Plumbing,plumber,Plumber,Yes,Target service category,(480) 963-3302,+14809633302,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Chandler,Chandler,Arizona,120 E Highland St,85225,4.6,76,6,7,151,76 reviews vs 151 median in this Google result set,http://www.roydosseyplumbing.com/,roydosseyplumbing.com,Technical issues found,Yes,Needs technical review,http://www.roydosseyplumbing.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Roy%20Dossey%20Plumbing&query_place_id=ChIJP0cCr-6pK4cRVY0NPskgpJY,ChIJP0cCr-6pK4cRVY0NPskgpJY,plumber Chandler AZ,2026-07-10T03:39:24.465Z,0,1,,,,13,13,57
phone:+19285977374,70,67,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,19,10,13,13,10,Master Landscaping of Yuma,landscaper,Landscaper,Yes,Target service category,(928) 597-7374,+19285977374,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Yuma,Yuma,Arizona,1850 S Avenue B,85364,5,29,1,7,39,29 reviews vs 39 median in this Google result set,https://masterlandscapingyuma.site/,masterlandscapingyuma.site,Technical issues found,Yes,Needs technical review,https://masterlandscapingyuma.site/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Master%20Landscaping%20of%20Yuma&query_place_id=ChIJZ0eI2eGG3wER_-cD6h8s8f8,ChIJZ0eI2eGG3wER_-cD6h8s8f8,landscaper Yuma AZ,2026-07-10T03:38:39.136Z,0,1,,,,15,15,58
phone:+16028880933,70,67,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,23,6,13,13,10,Phoenix Outdoor Living,landscaper,Landscaper,Yes,Target service category,(602) 888-0933,+16028880933,nonFixedVoip,Google (Grand Central) - SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Surprise,Surprise,Arizona,25246 N 143rd Ln,85387,4.9,32,7,7,107,32 reviews vs 107 median in this Google result set,http://phxoutdoorliving.com/,phxoutdoorliving.com,Technical issues found,Yes,Needs technical review,https://www.phxoutdoorliving.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Phoenix%20Outdoor%20Living&query_place_id=ChIJiWncjQBbK4cRJ1XnJu3Iq3w,ChIJiWncjQBbK4cRJ1XnJu3Iq3w,landscaper Surprise AZ,2026-07-10T03:40:02.908Z,0,1,,,,16,16,59
phone:+16027309081,69,64,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,27,10,2,15,10,AZ Home Services Group AC Repair & Plumbing Services of Mesa,hvac contractor,Air conditioning contractor,Yes,Target service category,(602) 730-9081,+16027309081,nonFixedVoip,Bandwidth/15 - Bandwidth.com - SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Mesa,Mesa,Arizona,3707 E Southern Ave,85206,5,30,6,7,170,30 reviews vs 170 median in this Google result set,https://azhomeservices.group/service-areas/mesa-arizona-air-conditioner-plumbing-services/,azhomeservices.group,Basic technical checks pass,Yes,Basic checks pass,https://azhomeservices.group/service-areas/mesa-arizona-air-conditioner-plumbing-services/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=AZ%20Home%20Services%20Group%20AC%20Repair%20%26%20Plumbing%20Services%20of%20Mesa&query_place_id=ChIJK1GV4lmvK4cRiLYjp73n8qs,ChIJK1GV4lmvK4cRiLYjp73n8qs,HVAC contractor Mesa AZ,2026-07-10T03:39:25.707Z,0,1,,,,20,20,60
phone:+16029627901,69,64,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,27,10,2,15,10,HVAC Mesa,hvac contractor,HVAC contractor,Yes,Target service category,(602) 962-7901,+16029627901,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Mesa,Mesa,Arizona,1818 E Southern Ave,85204,5,42,3,7,170,42 reviews vs 170 median in this Google result set,https://www.hvacmesa.net/,hvacmesa.net,Basic technical checks pass,Yes,Basic checks pass,https://www.hvacmesa.net/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=HVAC%20Mesa&query_place_id=ChIJhUuN61-oK4cRc8rEhFH0yy8,ChIJhUuN61-oK4cRc8rEhFH0yy8,HVAC contractor Mesa AZ,2026-07-10T03:39:26.847Z,0,1,,,,21,21,61
phone:+16233434953,69,64,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,20,6,13,15,10,Saguaro Plumbing And Air Of Tempe,hvac contractor,Air conditioning repair service,Yes,Target service category,(623) 343-4953,+16233434953,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Tempe,Tempe,Arizona,5024 S Ash Ave Unit 107,85282,5,183,7,7,449,183 reviews vs 449 median in this Google result set,https://saguaroplumbingandair.com/tempe/,saguaroplumbingandair.com,Technical issues found,Yes,Needs technical review,https://saguaroplumbingandair.com/tempe/,202,No,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Now: Usually as busy as it gets,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Saguaro%20Plumbing%20And%20Air%20Of%20Tempe&query_place_id=ChIJBQwYxsYHK4cROz2-Q5eqjDU,ChIJBQwYxsYHK4cROz2-Q5eqjDU,HVAC contractor Tempe AZ,2026-07-10T03:39:43.796Z,0,1,,,,22,22,62
phone:+16234620357,69,64,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,20,6,13,15,10,All Season Plumbing And Air,hvac contractor,HVAC contractor,Yes,Target service category,(623) 462-0357,+16234620357,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Tempe,Tempe,Arizona,405 W Southern Ave Unit 1-105,85282,5,191,5,7,449,191 reviews vs 449 median in this Google result set,https://allseasonsplumbingandair.com/tempe/?utm_source=gmb&utm_medium=tempe,allseasonsplumbingandair.com,Technical issues found,Yes,Needs technical review,https://allseasonsplumbingandair.com/tempe/?utm_source=gmb&utm_medium=tempe,202,No,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=All%20Season%20Plumbing%20And%20Air&query_place_id=ChIJ3QV-F4YJK4cRsEU-VaHc4fE,ChIJ3QV-F4YJK4cRsEU-VaHc4fE,HVAC contractor Tempe AZ,2026-07-10T03:39:43.445Z,0,1,,,,23,23,63
phone:+14808219550,67,62,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,27,8,2,15,10,Mr. Plumber AZ,plumber,Plumber,Yes,Target service category,(480) 821-9550,+14808219550,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Chandler,Chandler,Arizona,221 E Chilton Dr,85225,5,35,7,7,151,35 reviews vs 151 median in this Google result set,https://www.mrplumberaz.com/,mrplumberaz.com,Basic technical checks pass,Yes,Basic checks pass,https://www.mrplumberaz.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Mr.%20Plumber%20AZ&query_place_id=ChIJ54Q36VSpK4cRbqx2wJ9dQ-Y,ChIJ54Q36VSpK4cRbqx2wJ9dQ-Y,plumber Chandler AZ,2026-07-10T03:39:22.710Z,0,1,,,,25,25,64
phone:+19284405388,67,62,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,25,10,2,15,10,Executive Heating & Air Conditioning,hvac contractor,HVAC contractor,Yes,Target service category,(928) 440-5388,+19284405388,nonFixedVoip,Suddenlink Communications,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Flagstaff,Flagstaff,Arizona,8215 N Springfield Dr,86004,4.4,41,2,7,154,41 reviews vs 154 median in this Google result set,http://www.executiveaz.com/,executiveaz.com,Basic technical checks pass,Yes,Basic checks pass,https://www.executiveaz.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Executive%20Heating%20%26%20Air%20Conditioning&query_place_id=ChIJJZxLvcCLLYcR_l_dW-Plm3Q,ChIJJZxLvcCLLYcR_l_dW-Plm3Q,HVAC contractor Flagstaff AZ,2026-07-10T03:39:09.817Z,0,1,,,,26,26,65
phone:+14809459583,67,62,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,27,8,2,15,10,Scottsdale Plumbing Co,plumber,Plumber,Yes,Target service category,(480) 945-9583,+14809459583,nonFixedVoip,Bandwidth/13 - Bandwidth.com - Infobip,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Scottsdale,Scottsdale,Arizona,7214 E Granada Rd,85257,4,46,5,7,540,46 reviews vs 540 median in this Google result set,http://www.scottsdaleplumbing.com/?utm_campaign=gmb,scottsdaleplumbing.com,Basic technical checks pass,Yes,Basic checks pass,https://www.scottsdaleplumbing.com/?utm_campaign=gmb,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images,No,No,https://www.google.com/maps/search/?api=1&query=Scottsdale%20Plumbing%20Co&query_place_id=ChIJM1wHM8QLK4cRFaKEk8RGtbk,ChIJM1wHM8QLK4cRFaKEk8RGtbk,plumber Scottsdale AZ,2026-07-10T03:39:58.914Z,0,1,,,,27,27,66
phone:+14809413945,67,62,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,27,8,2,15,10,Maricopa Air Conditioning and Heating,hvac contractor,HVAC contractor,Yes,Target service category,(480) 941-3945,+14809413945,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Scottsdale,Scottsdale,Arizona,3011 N 73rd St Suite 111,85251,5,48,1,7,371,48 reviews vs 371 median in this Google result set,https://www.maricopaair.com/,maricopaair.com,Basic technical checks pass,Yes,Basic checks pass,https://www.maricopaair.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Maricopa%20Air%20Conditioning%20and%20Heating&query_place_id=ChIJmWFqjVwLK4cRLvm_A8URe9s,ChIJmWFqjVwLK4cRLvm_A8URe9s,HVAC contractor Scottsdale AZ,2026-07-10T03:40:23.001Z,0,1,,,,28,28,67
phone:+19287837062,67,62,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,29,6,2,15,10,Comstock Air,hvac contractor,HVAC contractor,Yes,Target service category,(928) 783-7062,+19287837062,nonFixedVoip,"Allo Communications, LLC",voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Yuma,Yuma,Arizona,1250 S 3rd Ave,85364,4.3,71,6,7,316,71 reviews vs 316 median in this Google result set,https://www.comstockairyuma.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,comstockairyuma.com,Basic technical checks pass,Yes,Basic checks pass,https://comstockairyuma.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Comstock%20Air&query_place_id=ChIJ4dRrEQv21oARPewLdp88Y1w,ChIJ4dRrEQv21oARPewLdp88Y1w,HVAC contractor Yuma AZ,2026-07-10T03:38:40.140Z,0,1,,,,29,29,68
phone:+16234282110,67,62,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,13,12,13,15,9,Divine Heating and Cooling,hvac contractor,HVAC contractor,Yes,Target service category,(623) 428-2110,+16234282110,nonFixedVoip,Bandwidth/13 - Bandwidth.com - Infobip,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Surprise,Arizona,,,5,136,4,7,136,136 reviews vs 136 median in this Google result set,https://divineheatingandcooling.com/,divineheatingandcooling.com,Technical issues found,Yes,Needs technical review,https://divineheatingandcooling.com/,202,No,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Divine%20Heating%20and%20Cooling&query_place_id=ChIJbTxhDqpKbWgRrmqXjAQsGik,ChIJbTxhDqpKbWgRrmqXjAQsGik,HVAC contractor Surprise AZ,2026-07-10T03:40:15.173Z,0,1,,,,31,31,69
phone:+14802569344,66,63,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,19,6,13,13,10,Copper State Home and Outdoor Co.,landscaper,Landscape designer,Yes,Target service category,(480) 256-9344,+14802569344,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Gilbert,Gilbert,Arizona,1530 E Williams Field Rd #201,85295,5,68,4,7,135,68 reviews vs 135 median in this Google result set,https://www.copperstatehomeco.com/,copperstatehomeco.com,Technical issues found,Yes,Needs technical review,https://www.copperstatehomeco.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Copper%20State%20Home%20and%20Outdoor%20Co.&query_place_id=ChIJGUos8yetK4cRria8Fd3eoDI,ChIJGUos8yetK4cRria8Fd3eoDI,landscaper Gilbert AZ,2026-07-10T03:39:38.406Z,0,1,,,,34,34,70
phone:+17255504284,65,60,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,23,10,2,15,10,Comfort Systems of Arizona LLC,hvac contractor,HVAC contractor,Yes,Target service category,(725) 550-4284,+17255504284,nonFixedVoip,Telnyx - Windstream - SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Flagstaff,Flagstaff,Arizona,5311 E Empire Ave,86004,4.9,55,4,7,154,55 reviews vs 154 median in this Google result set,http://www.flagstaffcomfortsystems.com/,flagstaffcomfortsystems.com,Basic technical checks pass,Yes,Basic checks pass,https://flagstaffcomfortsystems.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Comfort%20Systems%20of%20Arizona%20LLC&query_place_id=ChIJMSCq2DiPLYcRvNiX3s9sOs4,ChIJMSCq2DiPLYcRvNiX3s9sOs4,HVAC contractor Flagstaff AZ,2026-07-10T03:39:10.442Z,0,1,,,,37,37,71
phone:+16028949141,64,61,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,28,6,2,13,10,Scottsdale Landscaping,landscaper,Landscaper,Yes,Target service category,(602) 894-9141,+16028949141,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Scottsdale,Scottsdale,Arizona,8880 E Vía Linda #103,85258,5,4,2,7,28,4 reviews vs 28 median in this Google result set,https://scottsdalelandscaping.net/,scottsdalelandscaping.net,Basic technical checks pass,Yes,Basic checks pass,https://scottsdalelandscaping.net/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Scottsdale%20Landscaping&query_place_id=ChIJp5903vN1K4cRAr1nxLt6wQo,ChIJp5903vN1K4cRAr1nxLt6wQo,landscaper Scottsdale AZ,2026-07-10T03:40:01.669Z,0,1,,,,40,40,72
phone:+15203237697,64,59,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,26,6,2,15,10,Curtis Plumbing,plumber,Plumber,Yes,Target service category,(520) 323-7697,+15203237697,nonFixedVoip,Bandwidth/15 - Bandwidth.com - SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Tucson,Tucson,Arizona,4281 E Tennessee St,85714,4.8,222,6,7,1822,222 reviews vs 1822 median in this Google result set,https://curtisplumbing.net/,curtisplumbing.net,Basic technical checks pass,Yes,Basic checks pass,https://curtisplumbing.net/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Curtis%20Plumbing&query_place_id=ChIJ2Zt96TRl1oYR6F74ZcRhZBc,ChIJ2Zt96TRl1oYR6F74ZcRhZBc,plumber Tucson AZ,2026-07-10T03:39:59.664Z,0,1,,,,42,42,73
phone:+15209009010,62,57,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,24,6,2,15,10,Plumber of Tucson,plumber,Plumber,Yes,Target service category,(520) 900-9010,+15209009010,nonFixedVoip,Bandwidth/13 - Bandwidth.com - Infobip,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Tucson,Tucson,Arizona,2420 W Ruthrauff Rd #100,85705,4.9,353,2,7,1822,353 reviews vs 1822 median in this Google result set,https://plumberoftucson.com/,plumberoftucson.com,Basic technical checks pass,Yes,Basic checks pass,https://plumberoftucson.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Plumber%20of%20Tucson&query_place_id=ChIJ__-Po1Fw1oYRMM9-08W0cCQ,ChIJ__-Po1Fw1oYRMM9-08W0cCQ,plumber Tucson AZ,2026-07-10T03:40:00.194Z,0,1,,,,45,45,74
phone:+16027302794,61,58,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,25,6,2,13,10,"Greenheart Landscapes, LLC",landscaper,Landscape designer,Yes,Target service category,(602) 730-2794,+16027302794,nonFixedVoip,Google (Grand Central) - SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Tempe,Tempe,Arizona,2535 E University Dr #6,85288,4.7,27,1,7,59,27 reviews vs 59 median in this Google result set,https://www.greenheartlandscapes.com/,greenheartlandscapes.com,Basic technical checks pass,Yes,Basic checks pass,https://greenheartlandscapes.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Greenheart%20Landscapes%2C%20LLC&query_place_id=ChIJy_FQQC61mKMRST3klVPFlAo,ChIJy_FQQC61mKMRST3klVPFlAo,landscaper Tempe AZ,2026-07-10T03:40:16.121Z,0,1,,,,47,47,75
phone:+16233437600,61,56,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,21,8,2,15,10,Hunter Brothers Heating & AC,hvac contractor,HVAC contractor,Yes,Target service category,(623) 343-7600,+16233437600,nonFixedVoip,Twilio - SMS/MMS-SVR,voip(maybe cell),VoIP - possible mobile,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Peoria,Peoria,Arizona,7575 W Cactus Rd,85381,4.9,88,8,7,206,88 reviews vs 206 median in this Google result set,https://hunterhvac.homes/,hunterhvac.homes,Basic technical checks pass,Yes,Basic checks pass,https://hunterhvac.homes/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Hunter%20Brothers%20Heating%20%26%20AC&query_place_id=ChIJt8dIC35pK4cRdNEtd5Hdo7k,ChIJt8dIC35pK4cRdNEtd5Hdo7k,HVAC contractor Peoria AZ,2026-07-10T03:39:37.637Z,0,1,,,,48,48,76
