lead_id,priority_score,normalized_need_score,qualification,qualification_reason,confidence_score,review_opportunity_score,profile_gap_score,website_opportunity_score,business_value_score,reachability_score,business_name,niche,google_primary_category,category_fit,category_assessment,phone,phone_e164,line_type,carrier_name,cell_status,phone_queue,potential_owner_name,owner_source_url,owner_confidence,contact_window_estimate,city,market_city,state,street,postal_code,google_rating,google_reviews,google_rank_in_source_query,source_query_result_count,source_query_median_reviews,review_gap_summary,website,website_domain,website_opportunity,website_audited,website_audit_status,website_final_url,website_http_status,website_has_mobile_viewport,website_uses_wordpress,entry_offer,core_offer,website_offer,public_demand_proxy,profile_claimed_signal,profile_gaps,generic_listing_risk,likely_chain_or_franchise,google_maps_url,primary_place_id,source_query,scraped_at,legacy_priority_rank,duplicate_listing_count,alternate_business_names,alternate_place_ids,alternate_phones,overall_rank,call_ready_rank,call_queue_rank
phone:+19283443445,70,67,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,13,10,20,13,9,"Yuma Overhead Door Co., Inc",garage door repair,Garage door supplier,Yes,Target service category,(928) 344-3445,+19283443445,mobile,"Onvoy, LLC",CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Yuma,Yuma,Arizona,2826 E 15th St,85365,4.3,31,2,10,25.5,31 reviews vs 26 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Yuma%20Overhead%20Door%20Co.%2C%20Inc&query_place_id=ChIJ8-PsBI_11oARXRVUurqh54Q,ChIJ8-PsBI_11oARXRVUurqh54Q,garage door repair Yuma AZ,2026-07-08T07:27:33.452Z,34,1,,,,66,66,53
phone:+16023140981,70,70,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,23,10,13,10,9,GroutKing,tile and grout cleaning,Floor refinishing service,Yes,Target service category,(602) 314-0981,+16023140981,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),,Phoenix,Arizona,,,5,34,14,10,107,34 reviews vs 107 median in this Google result set,https://groutking.net/,groutking.net,Technical issues found,Yes,Needs technical review,https://groutking.net/,202,No,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=GroutKing&query_place_id=ChIJjxL419zxwUsRVKmPOdTC9qk,ChIJjxL419zxwUsRVKmPOdTC9qk,tile and grout cleaning Phoenix AZ,2026-07-08T07:27:20.132Z,336,1,,,,67,67,54
phone:+16029960292,70,70,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,23,10,13,10,9,Advanced Carpet & Upholstery Cleaning,tile and grout cleaning,Carpet cleaning service,Yes,Target service category,(602) 996-0292,+16029960292,mobile,AT&T Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),,Scottsdale,Arizona,,,5,36,10,10,103.5,36 reviews vs 104 median in this Google result set,http://advancedcleaningscottsdale.com/,advancedcleaningscottsdale.com,Technical issues found,Yes,Needs technical review,http://advancedcleaningscottsdale.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Advanced%20Carpet%20%26%20Upholstery%20Cleaning&query_place_id=ChIJNw_NOPVzK4cRAPGU-LUaHkM,ChIJNw_NOPVzK4cRAPGU-LUaHkM,carpet cleaning Scottsdale AZ,2026-07-08T07:24:07.006Z,140,1,,,,68,68,55
phone:+14805723141,70,65,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,15,6,20,15,9,Hernandez Irrigation Repairs,irrigation repair,Lawn sprinkler system contractor,Yes,Target service category,(480) 572-3141,+14805723141,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Chandler,Chandler,Arizona,1692 E Golden Ln,85225,4.9,70,1,10,85,70 reviews vs 85 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Hernandez%20Irrigation%20Repairs&query_place_id=ChIJD61KuFZLKocRcKjIFE-i1pQ,ChIJD61KuFZLKocRcKjIFE-i1pQ,irrigation repair Chandler AZ,2026-07-08T07:23:21.737Z,61,1,,,,69,69,56
phone:+16024631004,70,67,Call ready,Callable local service business with a measurable review/profile/website opportunity,90,17,8,20,13,8,Ibanez Appliance Solutions LLC,appliance repair,Appliance repair service,Yes,Target service category,(602) 463-1004,+16024631004,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Surprise,Arizona,,,5,88,7,10,143.5,88 reviews vs 144 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Ibanez%20Appliance%20Solutions%20LLC&query_place_id=ChIJv3gmz-tFK4cRYmM7ThoVfSE,ChIJv3gmz-tFK4cRYmM7ThoVfSE,appliance repair Surprise AZ,2026-07-08T07:26:06.033Z,164,1,,,,70,70,57
phone:+14808989111,69,69,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,25,6,13,10,10,Carpet Medic,carpet cleaning,Carpet cleaning service,Yes,Target service category,(480) 898-9111,+14808989111,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Mesa,Mesa,Arizona,7255 E Hampton Ave,85209,4.6,21,11,10,80,21 reviews vs 80 median in this Google result set,http://azcarpetmedic.com/,azcarpetmedic.com,Technical issues found,Yes,Needs technical review,http://azcarpetmedic.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Now: Usually a little busy,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Carpet%20Medic&query_place_id=ChIJbbX3Iy2uK4cR4RolXZBI_1M,ChIJbbX3Iy2uK4cR4RolXZBI_1M,carpet cleaning Mesa AZ,2026-07-08T07:27:41.246Z,132,1,,,,71,71,58
phone:+14803520392,69,69,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,27,4,13,10,10,Lazona Tile Care,tile and grout cleaning,Floor sanding and polishing service,Yes,Target service category,(480) 352-0392,+14803520392,mobile,T-Mobile USA,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Chandler,Chandler,Arizona,3100 W Ray Rd,85226,5,36,20,9,328,36 reviews vs 328 median in this Google result set,https://www.lazonarestorative.com/,lazonarestorative.com,Technical issues found,Yes,Needs technical review,https://www.lazonarestorative.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Lazona%20Tile%20Care&query_place_id=ChIJ7_koeG9zKocRh31ufFsReh4,ChIJ7_koeG9zKocRh31ufFsReh4,tile and grout cleaning Tempe AZ,2026-07-08T07:28:04.453Z,339,1,,,,72,72,59
phone:+16233309677,69,69,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,25,6,13,10,10,Pyramid Carpet Cleaning,carpet cleaning,Carpet cleaning service,Yes,Target service category,(623) 330-9677,+16233309677,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Surprise,Surprise,Arizona,"Surprise, AZ 85388",85388,5,140,7,2,1679,140 reviews vs 1679 median in this Google result set,https://www.facebook.com/PyramidCarpetUpholsteryCleaning/,facebook.com,Technical issues found,Yes,Needs technical review,https://www.facebook.com/PyramidCarpetUpholsteryCleaning/,200,Yes,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Moderate lifetime review footprint,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Pyramid%20Carpet%20Cleaning&query_place_id=ChIJT3M3lnJRK4cRypBO0fLX-pk,ChIJT3M3lnJRK4cRypBO0fLX-pk,carpet cleaning Surprise AZ,2026-07-08T07:26:24.495Z,268,1,,,,74,74,60
phone:+15205265502,69,69,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,19,6,20,10,9,"Platinum Elite Steam Cleaning, Inc. Tuscon AZ",tile and grout cleaning,Carpet cleaning service,Yes,Target service category,(520) 526-5502,+15205265502,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Tucson,Tucson,Arizona,140 S Camino Seco #422,85710,5,34,16,9,48,34 reviews vs 48 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Platinum%20Elite%20Steam%20Cleaning%2C%20Inc.%20Tuscon%20AZ&query_place_id=ChIJYZRs8lRxAoIRyQlFBMm-Ao8,ChIJYZRs8lRxAoIRyQlFBMm-Ao8,tile and grout cleaning Tucson AZ,2026-07-08T07:28:20.276Z,80,1,,,,75,75,61
phone:+14809964009,68,65,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,28,10,2,13,10,az+ garage door repair,garage door repair,Garage door supplier,Yes,Target service category,(480) 996-4009,+14809964009,mobile,AT&T Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Peoria,Peoria,Arizona,8067 W Eva St,85345,5,2,11,10,79,2 reviews vs 79 median in this Google result set,https://www.azplusgarage.com/,azplusgarage.com,Basic technical checks pass,Yes,Basic checks pass,https://www.azplusgarage.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=az%2B%20garage%20door%20repair&query_place_id=ChIJyQinW3087KQRPmWTwnBmSfM,ChIJyQinW3087KQRPmWTwnBmSfM,garage door repair Peoria AZ,2026-07-08T07:27:01.765Z,176,1,,,,76,76,62
phone:+14804559690,68,63,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,19,6,13,15,10,pH Balanced Pool Service,pool service,Pool cleaning service,Yes,Target service category,(480) 455-9690,+14804559690,mobile,AT&T Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Gilbert,Gilbert,Arizona,330 S Gibson St,85296,4.9,63,8,8,95,63 reviews vs 95 median in this Google result set,http://www.phbalancedpool.com/,phbalancedpool.com,Technical issues found,Yes,Needs technical review,https://phbalancedpool.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=pH%20Balanced%20Pool%20Service&query_place_id=ChIJ21MinDSvK4cRcOIwdn4k2Zk,ChIJ21MinDSvK4cRcOIwdn4k2Zk,pool service Gilbert AZ,2026-07-08T07:28:07.990Z,113,1,,,,78,78,63
phone:+19288992558,68,68,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,28,14,2,10,9,MyColorSeal,tile and grout cleaning,Tile cleaning service,Yes,Target service category,(928) 899-2558,+19288992558,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),,Flagstaff,Arizona,,,5,11,8,10,57.5,11 reviews vs 58 median in this Google result set,https://mycolorseal.com/,mycolorseal.com,Basic technical checks pass,Yes,Basic checks pass,https://mycolorseal.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,hours not visible; description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=MyColorSeal&query_place_id=ChIJNTJJSQuIRI4R_aPJIp63o7I,ChIJNTJJSQuIRI4R_aPJIp63o7I,tile and grout cleaning Flagstaff AZ,2026-07-08T07:27:52.208Z,204,1,,,,80,80,64
phone:+19283266089,68,63,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,23,14,2,15,9,Aspen Pest Control Northern AZ,pest control,Pest control service,Yes,Target service category,(928) 326-6089,+19283266089,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Flagstaff,Arizona,,,5,33,4,10,102,33 reviews vs 102 median in this Google result set,http://www.aspenpests.com/,aspenpests.com,Basic technical checks pass,Yes,Basic checks pass,https://aspenpests.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Aspen%20Pest%20Control%20Northern%20AZ&query_place_id=ChIJgfD-pRZbVgkRyHWnevAtCfE,ChIJgfD-pRZbVgkRyHWnevAtCfE,pest control Flagstaff AZ,2026-07-08T07:26:57.778Z,101,1,,,,81,81,65
phone:+14802070303,67,64,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,28,6,5,13,10,Jazz Appliance Repair,appliance repair,Appliance repair service,Yes,Target service category,(480) 207-0303,+14802070303,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Chandler,Chandler,Arizona,2144 E Ebony Dr,85286,5,7,3,10,52,7 reviews vs 52 median in this Google result set,http://jazzappliancerepair.com/,jazzappliancerepair.com,Automated check blocked - manual review,Yes,Blocked from automated check,http://jazzappliancerepair.com/,403,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Jazz%20Appliance%20Repair&query_place_id=ChIJyzv_nnOrK4cRMoZbMqn3pAI,ChIJyzv_nnOrK4cRMoZbMqn3pAI,appliance repair Chandler AZ,2026-07-08T07:22:37.113Z,42,1,,,,82,82,66
phone:+14803923909,67,62,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,27,8,2,15,10,Power Strike Pest Control,pest control,Pest control service,Yes,Target service category,(480) 392-3909,+14803923909,mobile,Verizon Wireless,CELL,Mobile verified,Austin Woolf,https://www.powerstrikepest.com/about/,Explicit website text,Tue-Thu 9:00-11:00 AM (estimate),Chandler,Chandler,Arizona,155 E Frye Rd #277,85225,5,69,15,9,1136,69 reviews vs 1136 median in this Google result set,https://powerstrikepest.com/?utm_source=google_gmb&utm_medium=organic&utm_campaign=powerstrikepest,powerstrikepest.com,Basic technical checks pass,Yes,Basic checks pass,https://www.powerstrikepest.com/?utm_source=google_gmb&utm_medium=organic&utm_campaign=powerstrikepest,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Power%20Strike%20Pest%20Control&query_place_id=ChIJd6iSb1gBK4cRHUdA13nPyr0,ChIJd6iSb1gBK4cRHUdA13nPyr0,pest control Chandler AZ,2026-07-08T07:28:02.119Z,324,1,,,,86,86,67
phone:+19283187711,67,62,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,24,12,2,15,9,Bad Hawk Pool Pro LLC,pool service,Swimming pool repair service,Yes,Target service category,(928) 318-7711,+19283187711,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Yuma,Arizona,,,5,11,7,10,43,11 reviews vs 43 median in this Google result set,http://www.badhawkpoolpro.com/,badhawkpoolpro.com,Basic technical checks pass,Yes,Basic checks pass,https://badhawkpoolpro.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Bad%20Hawk%20Pool%20Pro%20LLC&query_place_id=ChIJaeUJNi-wrgMRea5Tjh-GqEk,ChIJaeUJNi-wrgMRea5Tjh-GqEk,pool service Yuma AZ,2026-07-08T07:26:37.379Z,48,1,,,,88,88,68
phone:+16023161027,67,67,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,27,14,2,10,9,Benjamin's Carpet and Air Duct Cleaning - Phoenix,carpet cleaning,Carpet cleaning service,Yes,Target service category,(602) 316-1027,+16023161027,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),,Phoenix,Arizona,,,5,36,12,9,532,36 reviews vs 532 median in this Google result set,http://benjaminscarpetphoenix.com/,benjaminscarpetphoenix.com,Basic technical checks pass,Yes,Basic checks pass,https://benjaminscarpetphoenix.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,hours not visible; description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Benjamin's%20Carpet%20and%20Air%20Duct%20Cleaning%20-%20Phoenix&query_place_id=ChIJLRmn59y73aMRLYKTP2-a2U0,ChIJLRmn59y73aMRLYKTP2-a2U0,carpet cleaning Phoenix AZ,2026-07-08T07:28:17.723Z,142,1,,,,89,89,69
phone:+19282217098,66,66,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,20,8,13,10,10,Pine Forest Home Cleaning Service,house cleaning,House cleaning service,Yes,Target service category,(928) 221-7098,+19282217098,mobile,AT&T Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Flagstaff,Flagstaff,Arizona,2105 S Thompson Loop,86001,5,8,4,7,11,8 reviews vs 11 median in this Google result set,http://pineforestcs.com/,pineforestcs.com,Technical issues found,Yes,Needs technical review,https://www.pineforestcs.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Pine%20Forest%20Home%20Cleaning%20Service&query_place_id=ChIJX4e5r46FLYcRMs75nY-DKbs,ChIJX4e5r46FLYcRMs75nY-DKbs,house cleaning Flagstaff AZ,2026-07-08T07:28:25.905Z,65,1,,,,90,90,70
phone:+16029229922,66,63,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,28,8,2,13,10,Zoe's garage repair,garage door repair,Garage door supplier,Yes,Target service category,(602) 922-9922,+16029229922,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Surprise,Surprise,Arizona,12407 N 189th Ave,85388,5,16,9,10,103.5,16 reviews vs 104 median in this Google result set,http://www.zoesgaragerepair.com/,zoesgaragerepair.com,Basic technical checks pass,Yes,Basic checks pass,https://www.zoesgaragerepair.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Zoe's%20garage%20repair&query_place_id=ChIJ-5ijuRxPK4cRy6lqTfk6ieE,ChIJ-5ijuRxPK4cRy6lqTfk6ieE,garage door repair Surprise AZ,2026-07-08T07:26:24.462Z,54,1,,,,91,91,71
phone:+16235058841,66,61,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,13,10,13,15,10,Greentree Pest Control,pest control,Pest control service,Yes,Target service category,(623) 505-8841,+16235058841,mobile,T-Mobile USA,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Surprise,Surprise,Arizona,17915 W Gelding Dr,85388,4.8,72,3,10,64,72 reviews vs 64 median in this Google result set,http://www.greentreepest.com/,greentreepest.com,Technical issues found,Yes,Needs technical review,http://www.greentreepest.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Greentree%20Pest%20Control&query_place_id=ChIJ3eq97u5PK4cRGpkRkdtFN9Q,ChIJ3eq97u5PK4cRGpkRkdtFN9Q,pest control Surprise AZ,2026-07-08T07:27:06.201Z,119,1,,,,92,92,72
phone:+16025580181,66,61,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,13,4,20,15,9,Desert Rose Landscaping LLC.,irrigation repair,Lawn sprinkler system contractor,Yes,Target service category,(602) 558-0181,+16025580181,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),Glendale,Glendale,Arizona,17187 N 51st Dr,85308,5,81,5,10,100,81 reviews vs 100 median in this Google result set,,,No website listed,Yes,No website,,,,,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=Desert%20Rose%20Landscaping%20LLC.&query_place_id=ChIJYUFCgVa7fwYRFYKvoI1b2nc,ChIJYUFCgVa7fwYRFYKvoI1b2nc,irrigation repair Glendale AZ,2026-07-08T07:24:44.782Z,163,1,,,,94,94,73
phone:+16024810088,66,61,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,25,10,2,15,9,Elite Pest Pros,pest control,Pest control service,Yes,Target service category,(602) 481-0088,+16024810088,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),,Glendale,Arizona,,,5,87,9,10,705,87 reviews vs 705 median in this Google result set,http://www.elitepestpros.com/,elitepestpros.com,Basic technical checks pass,Yes,Basic checks pass,https://www.elitepestpros.com/,200,Yes,No,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,hours not visible; description not visible; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Elite%20Pest%20Pros&query_place_id=ChIJAQAEWL5oK4cRkLtZizKaDUY,ChIJAQAEWL5oK4cRkLtZizKaDUY,pest control Glendale AZ,2026-07-08T07:23:37.152Z,218,1,,,,95,95,74
phone:+14808007038,65,65,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,23,4,13,10,10,EnerGreen Carpet Cleaning,carpet cleaning,Carpet cleaning service,Yes,Target service category,(480) 800-7038,+14808007038,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),Scottsdale,Scottsdale,Arizona,6730 E Dreyfus Ave,85254,5,51,7,10,103.5,51 reviews vs 104 median in this Google result set,http://energreencarpetcleaning.com/,energreencarpetcleaning.com,Technical issues found,Yes,Needs technical review,http://energreencarpetcleaning.com/,202,No,No,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=EnerGreen%20Carpet%20Cleaning&query_place_id=ChIJrw6h9V1xK4cRPrknoJv93Jk,ChIJrw6h9V1xK4cRPrknoJv93Jk,carpet cleaning Scottsdale AZ,2026-07-08T07:24:00.800Z,150,1,,,,98,98,75
phone:+16232260066,64,61,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,28,6,2,13,10,SJ Appliance Repair LLC,appliance repair,Appliance repair service,Yes,Target service category,(623) 226-0066,+16232260066,mobile,"T-Mobile USA, Inc. (form. Metro PCS, Inc.)",CELL,Mobile verified,,,Not found,Tue-Thu 9:00-11:00 AM (estimate),El Mirage,El Mirage,Arizona,11737 W Shaw Butte Dr,85335,5,6,14,10,143.5,6 reviews vs 144 median in this Google result set,https://sjapplianceservices.com/,sjapplianceservices.com,Basic technical checks pass,Yes,Basic checks pass,https://sjapplianceservices.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$499-$749/mo GBP/local visibility,"$2,500-$5,000 WordPress build",Not established,Likely claimed,description not visible,No,No,https://www.google.com/maps/search/?api=1&query=SJ%20Appliance%20Repair%20LLC&query_place_id=ChIJT5sFAd8m9C4ReoJ9E6HDIqA,ChIJT5sFAd8m9C4ReoJ9E6HDIqA,appliance repair Surprise AZ,2026-07-08T07:27:03.029Z,181,1,,,,101,101,76
phone:+15208887563,64,64,Call ready,Callable local service business with a measurable review/profile/website opportunity,100,27,10,2,10,10,"All Pro Carpet, Tile, Upholstery & Biohazard Cleaning",tile and grout cleaning,Carpet cleaning service,Yes,Target service category,(520) 888-7563,+15208887563,mobile,"T-Mobile USA, Inc.",CELL,Mobile verified,,,Not found,Tue-Thu 8:00-9:00 AM or 3:30-5:00 PM (estimate),Tucson,Tucson,Arizona,4377 W Rae Cir,85741,4.9,37,5,10,540.5,37 reviews vs 541 median in this Google result set,https://allprocarpetcleaningaz.com/,allprocarpetcleaningaz.com,Basic technical checks pass,Yes,Basic checks pass,https://allprocarpetcleaningaz.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Now: Usually not too busy,Likely claimed,description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=All%20Pro%20Carpet%2C%20Tile%2C%20Upholstery%20%26%20Biohazard%20Cleaning&query_place_id=ChIJb1QPEYVz1oYR_vjhR99_G2E,ChIJb1QPEYVz1oYR_vjhR99_G2E,carpet cleaning Tucson AZ,2026-07-08T07:27:49.185Z,341,1,,,,103,103,77
phone:+19286993196,64,64,Call ready,Callable local service business with a measurable review/profile/website opportunity,95,24,14,2,10,9,Carpet Care Connection,carpet cleaning,Carpet cleaning service,Yes,Target service category,(928) 699-3196,+19286993196,mobile,Verizon Wireless,CELL,Mobile verified,,,Not found,Tue-Thu 10:00 AM-2:00 PM (estimate),,Flagstaff,Arizona,,,5,6,16,8,16,6 reviews vs 16 median in this Google result set,http://flagstaffcarpetcare.com/,flagstaffcarpetcare.com,Basic technical checks pass,Yes,Basic checks pass,https://flagstaffcarpetcare.com/,200,Yes,Yes,14-day review capture trial; $97/mo if retained,$399-$599/mo GBP/local visibility,"$1,500-$3,500 WordPress build",Not established,Likely claimed,hours not visible; description not visible; fewer than 10 images; no owner updates found,No,No,https://www.google.com/maps/search/?api=1&query=Carpet%20Care%20Connection&query_place_id=ChIJRaPVuoaFLYcRgllkycekPds,ChIJRaPVuoaFLYcRgllkycekPds,carpet cleaning Flagstaff AZ,2026-07-08T07:28:17.499Z,63,1,,,,105,105,78
